fecha,mes,anio,linea,tipo_pago,afluencia,temporal_fecha,..anio_fecha
2024-05-04,Mayo,2024,Línea 1,Prepago,312342,2024-05,2024
2024-05-04,Mayo,2024,Línea 1,Gratuidad,16712,2024-05,2024
2024-05-05,Mayo,2024,Línea 1,Prepago,209730,2024-05,2024
2024-05-05,Mayo,2024,Línea 1,Gratuidad,11923,2024-05,2024
2024-05-06,Mayo,2024,Línea 1,Prepago,429545,2024-05,2024
2024-05-06,Mayo,2024,Línea 1,Gratuidad,27133,2024-05,2024
2024-05-07,Mayo,2024,Línea 1,Prepago,471618,2024-05,2024
2024-05-07,Mayo,2024,Línea 1,Gratuidad,26018,2024-05,2024
2024-05-08,Mayo,2024,Línea 1,Prepago,469703,2024-05,2024
2024-05-08,Mayo,2024,Línea 1,Gratuidad,27128,2024-05,2024
2024-05-09,Mayo,2024,Línea 1,Prepago,470180,2024-05,2024
2024-05-09,Mayo,2024,Línea 1,Gratuidad,27928,2024-05,2024
2024-05-10,Mayo,2024,Línea 1,Prepago,356916,2024-05,2024
2024-05-10,Mayo,2024,Línea 1,Gratuidad,18687,2024-05,2024
2024-05-11,Mayo,2024,Línea 1,Prepago,281660,2024-05,2024
2024-05-11,Mayo,2024,Línea 1,Gratuidad,16028,2024-05,2024
2024-05-12,Mayo,2024,Línea 1,Prepago,193127,2024-05,2024
2024-05-12,Mayo,2024,Línea 1,Gratuidad,12337,2024-05,2024
2024-05-13,Mayo,2024,Línea 1,Prepago,447222,2024-05,2024
2024-05-13,Mayo,2024,Línea 1,Gratuidad,25685,2024-05,2024
2024-05-14,Mayo,2024,Línea 1,Prepago,487561,2024-05,2024
2024-05-14,Mayo,2024,Línea 1,Gratuidad,26404,2024-05,2024
2024-05-15,Mayo,2024,Línea 1,Prepago,458625,2024-05,2024
2024-05-15,Mayo,2024,Línea 1,Gratuidad,27212,2024-05,2024
2024-05-16,Mayo,2024,Línea 1,Prepago,482088,2024-05,2024
2024-05-16,Mayo,2024,Línea 1,Gratuidad,24707,2024-05,2024
2024-05-17,Mayo,2024,Línea 1,Prepago,492125,2024-05,2024
2024-05-17,Mayo,2024,Línea 1,Gratuidad,26700,2024-05,2024
2024-05-18,Mayo,2024,Línea 1,Prepago,368505,2024-05,2024
2024-05-18,Mayo,2024,Línea 1,Gratuidad,18232,2024-05,2024
2024-05-19,Mayo,2024,Línea 1,Prepago,233025,2024-05,2024
2024-05-19,Mayo,2024,Línea 1,Gratuidad,12257,2024-05,2024
2024-05-20,Mayo,2024,Línea 1,Prepago,388601,2024-05,2024
2024-05-20,Mayo,2024,Línea 1,Gratuidad,24174,2024-05,2024
2024-05-21,Mayo,2024,Línea 1,Prepago,406495,2024-05,2024
2024-05-21,Mayo,2024,Línea 1,Gratuidad,27525,2024-05,2024
2024-05-22,Mayo,2024,Línea 1,Prepago,481784,2024-05,2024
2024-05-22,Mayo,2024,Línea 1,Gratuidad,23548,2024-05,2024
2024-05-23,Mayo,2024,Línea 1,Prepago,469385,2024-05,2024
2024-05-23,Mayo,2024,Línea 1,Gratuidad,26206,2024-05,2024
2024-05-24,Mayo,2024,Línea 1,Prepago,483127,2024-05,2024
2024-05-24,Mayo,2024,Línea 1,Gratuidad,26229,2024-05,2024
2024-05-25,Mayo,2024,Línea 1,Prepago,372535,2024-05,2024
2024-05-25,Mayo,2024,Línea 1,Gratuidad,16480,2024-05,2024
2024-05-26,Mayo,2024,Línea 1,Prepago,220944,2024-05,2024
2024-05-26,Mayo,2024,Línea 1,Gratuidad,12443,2024-05,2024
2024-05-27,Mayo,2024,Línea 1,Prepago,376853,2024-05,2024
2024-05-27,Mayo,2024,Línea 1,Gratuidad,26137,2024-05,2024
2024-05-28,Mayo,2024,Línea 1,Prepago,416901,2024-05,2024
2024-05-28,Mayo,2024,Línea 1,Gratuidad,23717,2024-05,2024
2024-05-29,Mayo,2024,Línea 1,Prepago,460560,2024-05,2024
2024-05-29,Mayo,2024,Línea 1,Gratuidad,24597,2024-05,2024
2024-05-30,Mayo,2024,Línea 1,Prepago,470365,2024-05,2024
2024-05-30,Mayo,2024,Línea 1,Gratuidad,26931,2024-05,2024
2024-05-31,Mayo,2024,Línea 1,Prepago,483726,2024-05,2024
2024-05-31,Mayo,2024,Línea 1,Gratuidad,24393,2024-05,2024
2024-05-01,Mayo,2024,Línea 2,Prepago,128160,2024-05,2024
2024-05-01,Mayo,2024,Línea 2,Gratuidad,7800,2024-05,2024
2024-05-02,Mayo,2024,Línea 2,Prepago,248260,2024-05,2024
2024-05-02,Mayo,2024,Línea 2,Gratuidad,12260,2024-05,2024
2024-05-03,Mayo,2024,Línea 2,Prepago,242088,2024-05,2024
2024-05-03,Mayo,2024,Línea 2,Gratuidad,13785,2024-05,2024
2024-05-04,Mayo,2024,Línea 2,Prepago,167609,2024-05,2024
2024-05-04,Mayo,2024,Línea 2,Gratuidad,8851,2024-05,2024
2024-05-05,Mayo,2024,Línea 2,Prepago,116293,2024-05,2024
2024-05-05,Mayo,2024,Línea 2,Gratuidad,6440,2024-05,2024
2024-05-06,Mayo,2024,Línea 2,Prepago,236423,2024-05,2024
2024-05-06,Mayo,2024,Línea 2,Gratuidad,12074,2024-05,2024
2024-05-07,Mayo,2024,Línea 2,Prepago,255572,2024-05,2024
2024-05-07,Mayo,2024,Línea 2,Gratuidad,11394,2024-05,2024
2024-05-08,Mayo,2024,Línea 2,Prepago,273199,2024-05,2024
2024-05-08,Mayo,2024,Línea 2,Gratuidad,12551,2024-05,2024
2024-05-09,Mayo,2024,Línea 2,Prepago,215021,2024-05,2024
2024-05-09,Mayo,2024,Línea 2,Gratuidad,13990,2024-05,2024
2024-05-10,Mayo,2024,Línea 2,Prepago,159614,2024-05,2024
2024-05-10,Mayo,2024,Línea 2,Gratuidad,10396,2024-05,2024
2024-05-11,Mayo,2024,Línea 2,Prepago,154276,2024-05,2024
2024-05-11,Mayo,2024,Línea 2,Gratuidad,8265,2024-05,2024
2024-05-12,Mayo,2024,Línea 2,Prepago,98441,2024-05,2024
2024-05-12,Mayo,2024,Línea 2,Gratuidad,6746,2024-05,2024
2024-05-13,Mayo,2024,Línea 2,Prepago,237557,2024-05,2024
2024-05-13,Mayo,2024,Línea 2,Gratuidad,12358,2024-05,2024
2024-05-14,Mayo,2024,Línea 2,Prepago,245542,2024-05,2024
2024-05-14,Mayo,2024,Línea 2,Gratuidad,11552,2024-05,2024
2024-05-15,Mayo,2024,Línea 2,Prepago,215413,2024-05,2024
2024-05-15,Mayo,2024,Línea 2,Gratuidad,11203,2024-05,2024
2024-05-16,Mayo,2024,Línea 2,Prepago,247403,2024-05,2024
2024-05-16,Mayo,2024,Línea 2,Gratuidad,13068,2024-05,2024
2024-05-17,Mayo,2024,Línea 2,Prepago,261441,2024-05,2024
2024-05-17,Mayo,2024,Línea 2,Gratuidad,11675,2024-05,2024
2024-05-18,Mayo,2024,Línea 2,Prepago,207902,2024-05,2024
2024-05-18,Mayo,2024,Línea 2,Gratuidad,8312,2024-05,2024
2024-05-19,Mayo,2024,Línea 2,Prepago,111068,2024-05,2024
2024-05-19,Mayo,2024,Línea 2,Gratuidad,5835,2024-05,2024
2024-05-20,Mayo,2024,Línea 2,Prepago,201286,2024-05,2024
2024-05-20,Mayo,2024,Línea 2,Gratuidad,10203,2024-05,2024
2024-05-21,Mayo,2024,Línea 2,Prepago,240595,2024-05,2024
2024-05-21,Mayo,2024,Línea 2,Gratuidad,12144,2024-05,2024
2024-05-22,Mayo,2024,Línea 2,Prepago,231886,2024-05,2024
2024-05-22,Mayo,2024,Línea 2,Gratuidad,9491,2024-05,2024
2024-05-23,Mayo,2024,Línea 2,Prepago,248195,2024-05,2024
2024-05-23,Mayo,2024,Línea 2,Gratuidad,8586,2024-05,2024
2024-05-24,Mayo,2024,Línea 2,Prepago,250517,2024-05,2024
2024-05-24,Mayo,2024,Línea 2,Gratuidad,9397,2024-05,2024
2024-05-25,Mayo,2024,Línea 2,Prepago,211568,2024-05,2024
2024-05-25,Mayo,2024,Línea 2,Gratuidad,4468,2024-05,2024
2024-05-26,Mayo,2024,Línea 2,Prepago,103824,2024-05,2024
2024-05-26,Mayo,2024,Línea 2,Gratuidad,3988,2024-05,2024
2024-05-27,Mayo,2024,Línea 2,Prepago,194145,2024-05,2024
2024-05-27,Mayo,2024,Línea 2,Gratuidad,7235,2024-05,2024
2024-05-28,Mayo,2024,Línea 2,Prepago,229277,2024-05,2024
2024-05-28,Mayo,2024,Línea 2,Gratuidad,9333,2024-05,2024
2024-05-29,Mayo,2024,Línea 2,Prepago,234001,2024-05,2024
2024-05-29,Mayo,2024,Línea 2,Gratuidad,8475,2024-05,2024
2024-05-30,Mayo,2024,Línea 2,Prepago,227879,2024-05,2024
2024-05-30,Mayo,2024,Línea 2,Gratuidad,10306,2024-05,2024
2024-05-31,Mayo,2024,Línea 2,Prepago,244876,2024-05,2024
2024-05-31,Mayo,2024,Línea 2,Gratuidad,8500,2024-05,2024
